,symbol,metric,value
804,AMT,"DLRDigital Realty Trust, Inc.",161.20
805,AMT,"PLDPrologis, Inc.",150.20
812,AWK,Previous Close,170.74
813,AWK,Open,171.22
814,AWK,Bid,0.00 x 800
815,AWK,Ask,0.00 x 800
816,AWK,Day's Range,170.88 - 173.12
817,AWK,52 Week Range,131.01 - 189.35
818,AWK,Volume,"480,433"
819,AWK,Avg. Volume,"683,352"
820,AWK,Market Cap,31.348B
821,AWK,Beta (5Y Monthly),0.27
822,AWK,PE Ratio (TTM),41.13
823,AWK,EPS (TTM),4.20
824,AWK,Earnings Date,"Nov 02, 2021"
825,AWK,Forward Dividend & Yield,2.41 (1.40%)
826,AWK,Ex-Dividend Date,"Nov 09, 2021"
827,AWK,1y Target Est,174.36
828,AWK,Symbol,Last Price
829,AWK,AWRAmerican States Water Company,93.17
830,AWK,CWTCalifornia Water Service Group,63.49
831,AWK,XYLXylem Inc.,129.47
832,AWK,"NEENextEra Energy, Inc.",87.34
833,AWK,"AEPAmerican Electric Power Company, Inc.",82.88
840,AMP,Previous Close,302.13
841,AMP,Open,303.48
842,AMP,Bid,295.50 x 800
843,AMP,Ask,310.69 x 800
844,AMP,Day's Range,301.59 - 305.97
845,AMP,52 Week Range,161.94 - 307.55
846,AMP,Volume,"372,298"
847,AMP,Avg. Volume,"440,690"
848,AMP,Market Cap,34.369B
849,AMP,Beta (5Y Monthly),1.66
850,AMP,PE Ratio (TTM),16.61
851,AMP,EPS (TTM),18.41
852,AMP,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
853,AMP,Forward Dividend & Yield,4.52 (1.50%)
854,AMP,Ex-Dividend Date,"Nov 05, 2021"
855,AMP,1y Target Est,330.33
856,AMP,Symbol,Last Price
857,AMP,"AIZAssurant, Inc.",161.45
858,AMP,"BENFranklin Resources, Inc.",35.15
859,AMP,AONAon plc,306.83
860,AMP,CMAComerica Incorporated,87.27
861,AMP,AVYAvery Dennison Corporation,219.24
868,ABC,Previous Close,125.34
869,ABC,Open,125.34
870,ABC,Bid,124.79 x 1300
871,ABC,Ask,124.92 x 800
872,ABC,Day's Range,124.38 - 125.68
873,ABC,52 Week Range,94.89 - 129.54
874,ABC,Volume,"360,895"
875,ABC,Avg. Volume,"734,582"
876,ABC,Market Cap,25.909B
877,ABC,Beta (5Y Monthly),0.49
878,ABC,PE Ratio (TTM),16.87
879,ABC,EPS (TTM),7.39
880,ABC,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
881,ABC,Forward Dividend & Yield,1.84 (1.47%)
882,ABC,Ex-Dividend Date,"Nov 12, 2021"
883,ABC,1y Target Est,144.08
884,ABC,Symbol,Last Price
885,ABC,"CAHCardinal Health, Inc.",50.53
886,ABC,MCKMcKesson Corporation,222.30
887,ABC,AJGArthur J. Gallagher & Co.,165.13
888,ABC,AEEAmeren Corporation,85.49
889,ABC,"AFGAmerican Financial Group, Inc.",139.56
896,AME,Previous Close,139.85
897,AME,Open,140.15
898,AME,Bid,140.00 x 800
899,AME,Ask,140.08 x 900
900,AME,Day's Range,139.00 - 141.15
901,AME,52 Week Range,103.07 - 141.15
902,AME,Volume,"1,009,127"
903,AME,Avg. Volume,"1,004,003"
904,AME,Market Cap,32.375B
905,AME,Beta (5Y Monthly),1.35
906,AME,PE Ratio (TTM),35.09
907,AME,EPS (TTM),3.99
908,AME,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
909,AME,Forward Dividend & Yield,0.80 (0.57%)
910,AME,Ex-Dividend Date,"Sep 13, 2021"
911,AME,1y Target Est,159.50
912,AME,Symbol,Last Price
913,AME,APHAmphenol Corporation,78.10
914,AME,ALLEAllegion plc,129.32
915,AME,IEXIDEX Corporation,229.01
916,AME,"ROPRoper Technologies, Inc.",473.73
917,AME,FTVFortive Corporation,76.66
924,AMGN,Previous Close,209.63
925,AMGN,Open,210.69
926,AMGN,Bid,207.47 x 1000
927,AMGN,Ask,207.49 x 900
928,AMGN,Day's Range,207.15 - 210.84
929,AMGN,52 Week Range,200.47 - 276.69
930,AMGN,Volume,"2,051,967"
931,AMGN,Avg. Volume,"2,603,695"
932,AMGN,Market Cap,116.911B
933,AMGN,Beta (5Y Monthly),0.61
934,AMGN,PE Ratio (TTM),21.40
935,AMGN,EPS (TTM),9.70
936,AMGN,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
937,AMGN,Forward Dividend & Yield,7.04 (3.33%)
938,AMGN,Ex-Dividend Date,"Nov 15, 2021"
939,AMGN,1y Target Est,244.81
940,AMGN,Symbol,Last Price
941,AMGN,BIIBBiogen Inc.,271.95
942,AMGN,"GILDGilead Sciences, Inc.",67.17
943,AMGN,BMYBristol-Myers Squibb Company,59.69
944,AMGN,LLYEli Lilly and Company,259.03
945,AMGN,"MRKMerck & Co., Inc.",83.64
952,APH,Previous Close,84.02
953,APH,Open,84.05
954,APH,Bid,84.96 x 1000
955,APH,Ask,84.97 x 1300
956,APH,Day's Range,83.57 - 85.00
957,APH,52 Week Range,58.58 - 85.00
958,APH,Volume,"2,477,344"
959,APH,Avg. Volume,"2,119,278"
960,APH,Market Cap,50.808B
961,APH,Beta (5Y Monthly),1.25
962,APH,PE Ratio (TTM),35.70
963,APH,EPS (TTM),2.38
964,APH,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
965,APH,Forward Dividend & Yield,0.80 (0.95%)
966,APH,Ex-Dividend Date,"Dec 20, 2021"
967,APH,1y Target Est,82.43
968,APH,Symbol,Last Price
969,APH,"AMEAMETEK, Inc.",140.09
970,APH,TELTE Connectivity Ltd.,164.23
971,APH,"AIZAssurant, Inc.",160.11
972,APH,BLLBall Corporation,95.88
973,APH,ALLEAllegion plc,134.04
980,ADI,Previous Close,183.10
981,ADI,Open,183.57
982,ADI,Bid,185.10 x 800
983,ADI,Ask,185.14 x 800
984,ADI,Day's Range,181.57 - 185.67
985,ADI,52 Week Range,131.50 - 186.10
986,ADI,Volume,"1,243,466"
987,ADI,Avg. Volume,"4,596,498"
988,ADI,Market Cap,99.453B
989,ADI,Beta (5Y Monthly),1.15
990,ADI,PE Ratio (TTM),40.49
991,ADI,EPS (TTM),4.57
992,ADI,Earnings Date,"Nov 23, 2021"
993,ADI,Forward Dividend & Yield,2.76 (1.51%)
994,ADI,Ex-Dividend Date,"Aug 26, 2021"
995,ADI,1y Target Est,193.16
996,ADI,Symbol,Last Price
997,ADI,"XLNXXilinx, Inc.",214.40
998,ADI,TXNTexas Instruments Incorporated,190.56
999,ADI,MCHPMicrochip Technology Incorporated,83.90
1000,ADI,KLACKLA Corporation,414.55
1001,ADI,ALTRAltair Engineering Inc.,78.65
1008,ANSS,Previous Close,391.82
1009,ANSS,Open,393.41
1010,ANSS,Bid,394.53 x 1000
1011,ANSS,Ask,394.98 x 1000
1012,ANSS,Day's Range,389.36 - 396.29
1013,ANSS,52 Week Range,292.79 - 413.89
1014,ANSS,Volume,"226,828"
1015,ANSS,Avg. Volume,"295,290"
1016,ANSS,Market Cap,34.354B
1017,ANSS,Beta (5Y Monthly),1.24
1018,ANSS,PE Ratio (TTM),74.04
1019,ANSS,EPS (TTM),5.32
1020,ANSS,Earnings Date,"Nov 03, 2021"
1021,ANSS,Forward Dividend & Yield,N/A (N/A)
1022,ANSS,Ex-Dividend Date,N/A
1023,ANSS,1y Target Est,414.69
1024,ANSS,Symbol,Last Price
1025,ANSS,"CDNSCadence Design Systems, Inc.",182.20
1026,ANSS,"VRSKVerisk Analytics, Inc.",217.63
1027,ANSS,"SNPSSynopsys, Inc.",345.90
1028,ANSS,APHAmphenol Corporation,84.92
1029,ANSS,"AMEAMETEK, Inc.",139.60
1036,ANTM,Previous Close,437.01
1037,ANTM,Open,436.44
1038,ANTM,Bid,0.00 x 800
1039,ANTM,Ask,0.00 x 1100
1040,ANTM,Day's Range,433.01 - 438.17
1041,ANTM,52 Week Range,286.04 - 439.90
1042,ANTM,Volume,"1,025,227"
1043,ANTM,Avg. Volume,"1,054,950"
1044,ANTM,Market Cap,105.433B
1045,ANTM,Beta (5Y Monthly),1.05
1046,ANTM,PE Ratio (TTM),19.54
1047,ANTM,EPS (TTM),22.23
1048,ANTM,Earnings Date,"Jan 26, 2022"
1049,ANTM,Forward Dividend & Yield,4.52 (1.04%)
1050,ANTM,Ex-Dividend Date,"Dec 02, 2021"
1051,ANTM,1y Target Est,468.67
1052,ANTM,Symbol,Last Price
1053,ANTM,CICigna Corporation,215.53
1054,ANTM,HUMHumana Inc.,438.19
1055,ANTM,CNCCentene Corporation,75.10
1056,ANTM,"HCAHCA Healthcare, Inc.",242.56
1057,ANTM,UNHUnitedHealth Group Incorporated,450.80
1064,AON,Previous Close,300.34
1065,AON,Open,299.86
1066,AON,Bid,301.96 x 800
1067,AON,Ask,302.12 x 900
1068,AON,Day's Range,298.57 - 303.60
1069,AON,52 Week Range,197.86 - 326.25
1070,AON,Volume,"438,677"
1071,AON,Avg. Volume,"1,300,912"
1072,AON,Market Cap,66.542B
1073,AON,Beta (5Y Monthly),0.88
1074,AON,PE Ratio (TTM),75.26
1075,AON,EPS (TTM),4.01
1076,AON,Earnings Date,"Feb 03, 2022 - Feb 07, 2022"
1077,AON,Forward Dividend & Yield,2.04 (0.68%)
1078,AON,Ex-Dividend Date,"Oct 29, 2021"
1079,AON,1y Target Est,314.09
1080,AON,Symbol,Last Price
1081,AON,WLTWWillis Towers Watson Public Limited Company,230.52
1082,AON,"MMCMarsh & McLennan Companies, Inc.",167.35
1083,AON,"AIZAssurant, Inc.",161.42
1084,AON,AJGArthur J. Gallagher & Co.,166.35
1085,AON,ALLEAllegion plc,134.63
1092,AOS,Previous Close,82.09
1093,AOS,Open,82.00
1094,AOS,Bid,81.65 x 800
1095,AOS,Ask,81.67 x 800
1096,AOS,Day's Range,81.06 - 82.00
1097,AOS,52 Week Range,52.08 - 82.25
1098,AOS,Volume,"751,198"
1099,AOS,Avg. Volume,"1,052,093"
1100,AOS,Market Cap,13.013B
1101,AOS,Beta (5Y Monthly),1.15
1102,AOS,PE Ratio (TTM),28.29
1103,AOS,EPS (TTM),2.89
1104,AOS,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
1105,AOS,Forward Dividend & Yield,1.12 (1.36%)
1106,AOS,Ex-Dividend Date,"Oct 28, 2021"
1107,AOS,1y Target Est,77.38
1108,AOS,Symbol,Last Price
1109,AOS,"ROPRoper Technologies, Inc.",485.63
1110,AOS,PNRPentair plc,76.20
1111,AOS,DOVDover Corporation,173.50
1112,AOS,"GWWW.W. Grainger, Inc.",484.42
1113,AOS,"AMEAMETEK, Inc.",140.09
1120,APA,Previous Close,29.45
1121,APA,Open,29.12
1122,APA,Bid,29.92 x 3000
1123,APA,Ask,29.91 x 1800
1124,APA,Day's Range,29.08 - 29.92
1125,APA,52 Week Range,10.72 - 31.14
1126,APA,Volume,"6,317,012"
1127,APA,Avg. Volume,"9,606,673"
1128,APA,Market Cap,10.757B
1129,APA,Beta (5Y Monthly),4.76
1130,APA,PE Ratio (TTM),18.93
1131,APA,EPS (TTM),1.56
1132,APA,Earnings Date,"Nov 03, 2021"
1133,APA,Forward Dividend & Yield,0.50 (1.69%)
1134,APA,Ex-Dividend Date,"Jan 20, 2022"
1135,APA,1y Target Est,32.73
1136,APA,Symbol,Last Price
1137,APA,DVNDevon Energy Corporation,43.18
1138,APA,"EOGEOG Resources, Inc.",93.20
1139,APA,OXYOccidental Petroleum Corporation,31.98
1140,APA,MROMarathon Oil Corporation,16.75
1141,APA,PXDPioneer Natural Resources Company,182.66
1148,AAPL,Previous Close,149.99
1149,AAPL,Open,150.37
1150,AAPL,Bid,150.16 x 900
1151,AAPL,Ask,150.11 x 3000
1152,AAPL,Day's Range,149.43 - 151.88
1153,AAPL,52 Week Range,112.59 - 157.26
1154,AAPL,Volume,"55,958,623"
1155,AAPL,Avg. Volume,"75,465,956"
1156,AAPL,Market Cap,2.461T
1157,AAPL,Beta (5Y Monthly),1.21
1158,AAPL,PE Ratio (TTM),26.74
1159,AAPL,EPS (TTM),5.61
1160,AAPL,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
1161,AAPL,Forward Dividend & Yield,0.88 (0.59%)
1162,AAPL,Ex-Dividend Date,"Nov 05, 2021"
1163,AAPL,1y Target Est,168.45
1164,AAPL,Symbol,Last Price
1165,AAPL,"AMZNAmazon.com, Inc.","3,545.68"
1166,AAPL,"TSLATesla, Inc.","1,013.39"
1167,AAPL,"FBMeta Platforms, Inc.",347.56
1168,AAPL,GOOGAlphabet Inc.,"2,987.76"
1169,AAPL,"NFLXNetflix, Inc.",679.33
1176,AMAT,Previous Close,156.82
1177,AMAT,Open,156.96
1178,AMAT,Bid,156.02 x 1200
1179,AMAT,Ask,156.66 x 4000
1180,AMAT,Day's Range,155.24 - 158.13
1181,AMAT,52 Week Range,73.06 - 158.14
1182,AMAT,Volume,"6,248,432"
1183,AMAT,Avg. Volume,"6,909,172"
1184,AMAT,Market Cap,141.101B
1185,AMAT,Beta (5Y Monthly),1.40
1186,AMAT,PE Ratio (TTM),27.17
1187,AMAT,EPS (TTM),5.75
1188,AMAT,Earnings Date,"Nov 18, 2021"
1189,AMAT,Forward Dividend & Yield,0.96 (0.61%)
1190,AMAT,Ex-Dividend Date,"Nov 24, 2021"
1191,AMAT,1y Target Est,163.37
1192,AMAT,Symbol,Last Price
1193,AMAT,LRCXLam Research Corporation,630.26
1194,AMAT,"MUMicron Technology, Inc.",76.78
1195,AMAT,TXNTexas Instruments Incorporated,189.23
1196,AMAT,KLACKLA Corporation,413.06
1197,AMAT,QCOMQUALCOMM Incorporated,168.51
1204,APTV,Previous Close,170.50
1205,APTV,Open,172.12
1206,APTV,Bid,0.00 x 1000
1207,APTV,Ask,0.00 x 1100
1208,APTV,Day's Range,170.13 - 174.06
1209,APTV,52 Week Range,111.70 - 180.81
1210,APTV,Volume,"1,765,710"
1211,APTV,Avg. Volume,"1,455,023"
1212,APTV,Market Cap,46.564B
1213,APTV,Beta (5Y Monthly),2.06
1214,APTV,PE Ratio (TTM),58.53
1215,APTV,EPS (TTM),2.94
1216,APTV,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
1217,APTV,Forward Dividend & Yield,N/A (N/A)
1218,APTV,Ex-Dividend Date,"Feb 04, 2020"
1219,APTV,1y Target Est,183.92
1220,APTV,Symbol,Last Price
1221,APTV,BWABorgWarner Inc.,48.55
1222,APTV,IQVIQVIA Holdings Inc.,251.81
1223,APTV,APHAmphenol Corporation,84.96
1224,APTV,FTVFortive Corporation,78.03
1225,APTV,ALBAlbemarle Corporation,271.29
1232,ADM,Previous Close,66.14
1233,ADM,Open,66.26
1234,ADM,Bid,65.70 x 1000
1235,ADM,Ask,66.10 x 900
1236,ADM,Day's Range,65.20 - 66.35
1237,ADM,52 Week Range,48.12 - 69.30
1238,ADM,Volume,"1,508,592"
1239,ADM,Avg. Volume,"2,404,435"
1240,ADM,Market Cap,37.001B
1241,ADM,Beta (5Y Monthly),0.87
1242,ADM,PE Ratio (TTM),14.24
1243,ADM,EPS (TTM),4.63
1244,ADM,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
1245,ADM,Forward Dividend & Yield,1.48 (2.24%)
1246,ADM,Ex-Dividend Date,"Nov 16, 2021"
1247,ADM,1y Target Est,69.93
1248,ADM,Symbol,Last Price
1249,ADM,BGBunge Limited,95.13
1250,ADM,"CAGConagra Brands, Inc.",32.25
1251,ADM,HRLHormel Foods Corporation,43.42
1252,ADM,"APDAir Products and Chemicals, Inc.",310.00
1253,ADM,AFLAflac Incorporated,57.01
1260,ANET,Previous Close,525.80
1261,ANET,Open,525.00
1262,ANET,Bid,0.00 x 800
1263,ANET,Ask,0.00 x 900
1264,ANET,Day's Range,521.54 - 532.43
1265,ANET,52 Week Range,262.08 - 536.54
1266,ANET,Volume,"351,852"
1267,ANET,Avg. Volume,"494,629"
1268,ANET,Market Cap,40.574B
1269,ANET,Beta (5Y Monthly),1.22
1270,ANET,PE Ratio (TTM),53.61
1271,ANET,EPS (TTM),9.85
1272,ANET,Earnings Date,"Feb 16, 2022 - Feb 21, 2022"
1273,ANET,Forward Dividend & Yield,N/A (N/A)
1274,ANET,Ex-Dividend Date,N/A
1275,ANET,1y Target Est,499.11
1276,ANET,Symbol,Last Price
1277,ANET,"PAYCPaycom Software, Inc.",484.08
1278,ANET,APPNAppian Corporation,88.24
1279,ANET,"PANWPalo Alto Networks, Inc.",518.06
1280,ANET,"TTDThe Trade Desk, Inc.",105.45
1281,ANET,"OKTAOkta, Inc.",260.00
1288,AJG,Previous Close,164.12
1289,AJG,Open,164.37
1290,AJG,Bid,168.10 x 800
1291,AJG,Ask,167.81 x 900
1292,AJG,Day's Range,163.05 - 168.32
1293,AJG,52 Week Range,104.11 - 168.32
1294,AJG,Volume,"1,142,493"
1295,AJG,Avg. Volume,"1,012,359"
1296,AJG,Market Cap,34.758B
1297,AJG,Beta (5Y Monthly),0.67
1298,AJG,PE Ratio (TTM),37.47
1299,AJG,EPS (TTM),4.47
1300,AJG,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
1301,AJG,Forward Dividend & Yield,1.92 (1.15%)
1302,AJG,Ex-Dividend Date,"Dec 02, 2021"
1303,AJG,1y Target Est,161.64
1304,AJG,Symbol,Last Price
1305,AJG,"AFGAmerican Financial Group, Inc.",136.04
1306,AJG,AIFApollo Tactical Income Fund Inc.,15.91
1307,AJG,AFBAllianceBernstein National Municipal Income Fund,14.66
1308,AJG,"AHHArmada Hoffler Properties, Inc.",13.71
1309,AJG,"ABGAsbury Automotive Group, Inc.",195.71
1316,T,Previous Close,24.94
1317,T,Open,24.97
1318,T,Bid,0.00 x 1200
1319,T,Ask,0.00 x 3100
1320,T,Day's Range,24.74 - 25.05
1321,T,52 Week Range,24.54 - 33.88
1322,T,Volume,"39,712,925"
1323,T,Avg. Volume,"39,437,544"
1324,T,Market Cap,177.097B
1325,T,Beta (5Y Monthly),0.66
1326,T,PE Ratio (TTM),192.25
1327,T,EPS (TTM),0.13
1328,T,Earnings Date,"Jan 26, 2022"
1329,T,Forward Dividend & Yield,2.08 (8.39%)
1330,T,Ex-Dividend Date,"Oct 08, 2021"
1331,T,1y Target Est,31.12
1332,T,Symbol,Last Price
1333,T,VZVerizon Communications Inc.,52.40
1334,T,GEGeneral Electric Company,106.67
1335,T,MCDMcDonald's Corporation,252.94
1336,T,KOThe Coca-Cola Company,56.62
1337,T,INTCIntel Corporation,50.32
1344,ATO,Previous Close,95.43
1345,ATO,Open,95.87
1346,ATO,Bid,85.00 x 1000
1347,ATO,Ask,99.80 x 800
1348,ATO,Day's Range,95.12 - 96.28
1349,ATO,52 Week Range,84.59 - 104.99
1350,ATO,Volume,"895,177"
1351,ATO,Avg. Volume,"745,309"
1352,ATO,Market Cap,12.583B
1353,ATO,Beta (5Y Monthly),0.45
1354,ATO,PE Ratio (TTM),18.79
1355,ATO,EPS (TTM),5.12
1356,ATO,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
1357,ATO,Forward Dividend & Yield,2.72 (2.85%)
1358,ATO,Ex-Dividend Date,"Nov 26, 2021"
1359,ATO,1y Target Est,107.89
1360,ATO,Symbol,Last Price
1361,ATO,LNTAlliant Energy Corporation,56.24
1362,ATO,AOSA. O. Smith Corporation,81.76
1363,ATO,BKHBlack Hills Corporation,66.12
1364,ATO,UGIUGI Corporation,45.36
1365,ATO,NJRNew Jersey Resources Corporation,39.18
1372,ADSK,Previous Close,329.32
1373,ADSK,Open,330.74
1374,ADSK,Bid,324.00 x 1100
1375,ADSK,Ask,0.00 x 800
1376,ADSK,Day's Range,325.09 - 332.40
1377,ADSK,52 Week Range,247.62 - 344.39
1378,ADSK,Volume,"865,474"
1379,ADSK,Avg. Volume,"1,334,512"
1380,ADSK,Market Cap,71.757B
1381,ADSK,Beta (5Y Monthly),1.35
1382,ADSK,PE Ratio (TTM),55.15
1383,ADSK,EPS (TTM),5.92
1384,ADSK,Earnings Date,"Nov 23, 2021"
1385,ADSK,Forward Dividend & Yield,N/A (N/A)
1386,ADSK,Ex-Dividend Date,"Mar 22, 2005"
1387,ADSK,1y Target Est,350.20
1388,ADSK,Symbol,Last Price
1389,ADSK,INTUIntuit Inc.,626.14
1390,ADSK,ADBEAdobe Inc.,659.73
1391,ADSK,"NOWServiceNow, Inc.",682.57
1392,ADSK,"ANSSANSYS, Inc.",394.43
1393,ADSK,LRCXLam Research Corporation,630.26
1400,ADP,Previous Close,230.93
1401,ADP,Open,231.80
1402,ADP,Bid,232.13 x 800
1403,ADP,Ask,245.07 x 900
1404,ADP,Day's Range,229.77 - 233.23
1405,ADP,52 Week Range,159.31 - 233.24
1406,ADP,Volume,"1,029,103"
1407,ADP,Avg. Volume,"1,368,843"
1408,ADP,Market Cap,98.208B
1409,ADP,Beta (5Y Monthly),0.78
1410,ADP,PE Ratio (TTM),36.88
1411,ADP,EPS (TTM),6.32
1412,ADP,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
1413,ADP,Forward Dividend & Yield,4.16 (1.80%)
1414,ADP,Ex-Dividend Date,"Dec 09, 2021"
1415,ADP,1y Target Est,224.14
1416,ADP,Symbol,Last Price
1417,ADP,"PAYXPaychex, Inc.",124.48
1418,ADP,ITWIllinois Tool Works Inc.,239.02
1419,ADP,EMREmerson Electric Co.,96.38
1420,ADP,"APDAir Products and Chemicals, Inc.",303.80
1421,ADP,"BDXBecton, Dickinson and Company",243.68
1428,AZO,Previous Close,"1,886.23"
1429,AZO,Open,"1,895.24"
1430,AZO,Bid,0.00 x 900
1431,AZO,Ask,"1,911.32 x 1000"
1432,AZO,Day's Range,"1,886.09 - 1,921.36"
1433,AZO,52 Week Range,"1,085.85 - 1,921.37"
1434,AZO,Volume,"138,450"
1435,AZO,Avg. Volume,"171,370"
1436,AZO,Market Cap,40.087B
1437,AZO,Beta (5Y Monthly),0.86
1438,AZO,PE Ratio (TTM),20.08
1439,AZO,EPS (TTM),95.19
1440,AZO,Earnings Date,"Dec 06, 2021 - Dec 10, 2021"
1441,AZO,Forward Dividend & Yield,N/A (N/A)
1442,AZO,Ex-Dividend Date,N/A
1443,AZO,1y Target Est,"1,822.88"
1444,AZO,Symbol,Last Price
1445,AZO,"ORLYO'Reilly Automotive, Inc.",649.76
1446,AZO,"AAPAdvance Auto Parts, Inc.",241.91
1447,AZO,"ANAutoNation, Inc.",129.02
1448,AZO,"DLTRDollar Tree, Inc.",129.23
1449,AZO,"KMXCarMax, Inc.",149.62
1456,AVB,Previous Close,241.01
1457,AVB,Open,241.05
1458,AVB,Bid,244.30 x 800
1459,AVB,Ask,244.61 x 1000
1460,AVB,Day's Range,240.45 - 244.59
1461,AVB,52 Week Range,154.84 - 244.59
1462,AVB,Volume,"184,806"
1463,AVB,Avg. Volume,"516,628"
1464,AVB,Market Cap,34.09B
1465,AVB,Beta (5Y Monthly),0.94
1466,AVB,PE Ratio (TTM),33.72
1467,AVB,EPS (TTM),7.24
1468,AVB,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
1469,AVB,Forward Dividend & Yield,6.36 (2.64%)
1470,AVB,Ex-Dividend Date,"Oct 01, 2021"
1471,AVB,1y Target Est,244.74
1472,AVB,Symbol,Last Price
1473,AVB,EQREquity Residential,87.60
1474,AVB,"ESSEssex Property Trust, Inc.",349.58
1475,AVB,"BXPBoston Properties, Inc.",119.85
1476,AVB,AIVApartment Investment and Management Company,8.06
1477,AVB,"UDRUDR, Inc.",56.62
1484,AVY,Previous Close,217.72
1485,AVY,Open,217.54
1486,AVY,Bid,220.19 x 800
1487,AVY,Ask,220.42 x 1000
1488,AVY,Day's Range,215.90 - 222.74
1489,AVY,52 Week Range,139.43 - 228.88
1490,AVY,Volume,"623,840"
1491,AVY,Avg. Volume,"399,704"
1492,AVY,Market Cap,18.171B
1493,AVY,Beta (5Y Monthly),1.03
1494,AVY,PE Ratio (TTM),24.61
1495,AVY,EPS (TTM),8.91
1496,AVY,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
1497,AVY,Forward Dividend & Yield,2.72 (1.25%)
1498,AVY,Ex-Dividend Date,"Nov 30, 2021"
1499,AVY,1y Target Est,236.80
1500,AVY,Symbol,Last Price
1501,AVY,BLLBall Corporation,92.90
1502,AVY,"AIZAssurant, Inc.",161.45
1503,AVY,DOVDover Corporation,169.76
1504,AVY,APHAmphenol Corporation,76.96
1505,AVY,ALLEAllegion plc,129.87
1512,BKR,Previous Close,24.36
1513,BKR,Open,24.45
1514,BKR,Bid,0.00 x 800
1515,BKR,Ask,0.00 x 3100
1516,BKR,Day's Range,24.09 - 24.78
1517,BKR,52 Week Range,17.98 - 27.66
1518,BKR,Volume,"5,892,921"
1519,BKR,Avg. Volume,"9,094,826"
1520,BKR,Market Cap,21.514B
1521,BKR,Beta (5Y Monthly),1.64
1522,BKR,PE Ratio (TTM),137.39
1523,BKR,EPS (TTM),0.18
1524,BKR,Earnings Date,"Jan 19, 2022 - Jan 24, 2022"
1525,BKR,Forward Dividend & Yield,0.72 (2.96%)
1526,BKR,Ex-Dividend Date,"Nov 01, 2021"
1527,BKR,1y Target Est,29.50
1528,BKR,Symbol,Last Price
1529,BKR,RYNRayonier Inc.,39.14
1530,BKR,"FANGDiamondback Energy, Inc.",111.17
1531,BKR,FTITechnipFMC plc,6.88
1532,BKR,MPCMarathon Petroleum Corporation,66.12
1533,BKR,PXDPioneer Natural Resources Company,182.66
1540,BLL,Previous Close,93.57
1541,BLL,Open,93.62
1542,BLL,Bid,0.00 x 1300
1543,BLL,Ask,0.00 x 800
1544,BLL,Day's Range,93.61 - 95.98
1545,BLL,52 Week Range,77.95 - 98.88
1546,BLL,Volume,"1,558,119"
1547,BLL,Avg. Volume,"1,795,873"
1548,BLL,Market Cap,31.055B
1549,BLL,Beta (5Y Monthly),0.47
1550,BLL,PE Ratio (TTM),39.49
1551,BLL,EPS (TTM),2.43
1552,BLL,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
1553,BLL,Forward Dividend & Yield,0.80 (0.85%)
1554,BLL,Ex-Dividend Date,"Nov 30, 2021"
1555,BLL,1y Target Est,101.63
1556,BLL,Symbol,Last Price
1557,BLL,AVYAvery Dennison Corporation,224.59
1558,BLL,SEESealed Air Corporation,65.98
1559,BLL,APHAmphenol Corporation,84.96
1560,BLL,"AIZAssurant, Inc.",160.11
1561,BLL,"AMEAMETEK, Inc.",140.09
1568,BAC,Previous Close,46.91
1569,BAC,Open,47.26
1570,BAC,Bid,0.00 x 4000
1571,BAC,Ask,0.00 x 3100
1572,BAC,Day's Range,46.90 - 47.39
1573,BAC,52 Week Range,26.63 - 48.69
1574,BAC,Volume,"34,701,613"
1575,BAC,Avg. Volume,"44,554,929"
1576,BAC,Market Cap,385.061B
1577,BAC,Beta (5Y Monthly),1.54
1578,BAC,PE Ratio (TTM),14.09
1579,BAC,EPS (TTM),3.34
1580,BAC,Earnings Date,"Jan 19, 2022"
1581,BAC,Forward Dividend & Yield,0.84 (1.79%)
1582,BAC,Ex-Dividend Date,"Dec 02, 2021"
1583,BAC,1y Target Est,47.58
1584,BAC,Symbol,Last Price
1585,BAC,CCitigroup Inc.,68.74
1586,BAC,WFCWells Fargo & Company,51.08
1587,BAC,JPMJPMorgan Chase & Co.,166.56
1588,BAC,"GSThe Goldman Sachs Group, Inc.",404.81
1589,BAC,FFord Motor Company,19.86
1596,BBWI,Previous Close,74.85
1597,BBWI,Open,75.01
1598,BBWI,Bid,0.00 x 1200
1599,BBWI,Ask,74.65 x 3100
1600,BBWI,Day's Range,73.39 - 75.57
1601,BBWI,52 Week Range,27.15 - 77.44
1602,BBWI,Volume,"1,895,538"
1603,BBWI,Avg. Volume,"2,647,403"
1604,BBWI,Market Cap,19.778B
